rank,CpG_index,importance,importance_scaled
781,399468,200.9532,1.841752e-05
782,612052,200.9411,1.841641e-05
783,814063,200.8846,1.841123e-05
784,469847,200.8622,1.840918e-05
785,593496,200.8242,1.840569e-05
786,447477,200.7673,1.840048e-05
787,280712,200.7602,1.839983e-05
788,384512,200.7221,1.839633e-05
789,16641,200.7187,1.839602e-05
790,616816,200.7183,1.839599e-05
791,230991,200.6698,1.839154e-05
792,257584,200.6656,1.839116e-05
793,349497,200.5255,1.837832e-05
794,123161,200.4969,1.837569e-05
795,280223,200.3732,1.836436e-05
796,170885,200.3472,1.836198e-05
797,15414,200.3333,1.83607e-05
798,851872,200.3103,1.835859e-05
799,393584,200.1646,1.834524e-05
800,753068,200.0912,1.833851e-05
801,703819,200.0899,1.83384e-05
802,80232,200.0499,1.833473e-05
803,124155,199.9774,1.832808e-05
804,40148,199.8626,1.831757e-05
805,498804,199.8418,1.831566e-05
806,839961,199.8284,1.831443e-05
807,552632,199.8274,1.831434e-05
808,337717,199.7785,1.830985e-05
809,728603,199.739,1.830624e-05
810,114117,199.6417,1.829732e-05
811,773990,199.6312,1.829635e-05
812,828583,199.6264,1.829592e-05
813,209132,199.6145,1.829482e-05
814,422875,199.5956,1.829309e-05
815,733622,199.5879,1.829239e-05
816,631127,199.5789,1.829156e-05
817,553601,199.5754,1.829124e-05
818,280914,199.5627,1.829008e-05
819,807863,199.5028,1.828459e-05
820,833818,199.4805,1.828254e-05
821,754187,199.3866,1.827394e-05
822,829243,199.3797,1.827331e-05
823,93426,199.3371,1.82694e-05
824,723708,199.3244,1.826823e-05
825,559934,199.3241,1.826821e-05
826,310649,199.2318,1.825975e-05
827,756568,199.2014,1.825697e-05
828,527162,199.2008,1.825691e-05
829,849442,199.1943,1.825631e-05
830,677000,199.1756,1.82546e-05
831,412696,199.1673,1.825383e-05
832,46847,199.1555,1.825275e-05
833,765249,199.1374,1.82511e-05
834,13588,199.1327,1.825067e-05
835,152690,199.1321,1.825061e-05
836,309302,199.1112,1.82487e-05
837,511270,199.0716,1.824506e-05
838,818997,199.0382,1.824201e-05
839,68792,198.9998,1.823849e-05
840,102374,198.9929,1.823786e-05
841,520294,198.9695,1.823571e-05
842,709200,198.9666,1.823545e-05
843,513884,198.9498,1.82339e-05
844,779285,198.9316,1.823224e-05
845,288887,198.9271,1.823183e-05
846,726942,198.9264,1.823176e-05
847,300961,198.926,1.823172e-05
848,746907,198.9252,1.823165e-05
849,533279,198.9054,1.822983e-05
850,92265,198.8654,1.822617e-05
851,104719,198.8443,1.822424e-05
852,232808,198.804,1.822054e-05
853,415134,198.7544,1.8216e-05
854,596173,198.7353,1.821425e-05
855,459900,198.6788,1.820907e-05
856,666266,198.6759,1.82088e-05
857,337341,198.6458,1.820605e-05
858,535111,198.5607,1.819825e-05
859,217244,198.56,1.819818e-05
860,315446,198.5578,1.819798e-05
861,468595,198.5448,1.819679e-05
862,661139,198.5258,1.819504e-05
863,715434,198.5172,1.819426e-05
864,102236,198.5022,1.819288e-05
865,150003,198.4783,1.819069e-05
866,796614,198.4497,1.818807e-05
867,500845,198.4073,1.818419e-05
868,259866,198.3789,1.818158e-05
869,459857,198.367,1.818049e-05
870,30354,198.358,1.817967e-05
871,530691,198.3454,1.817851e-05
872,860333,198.1821,1.816354e-05
873,329964,198.1673,1.816219e-05
874,375044,198.1465,1.816028e-05
875,28000,198.085,1.815464e-05
876,476781,198.0774,1.815395e-05
877,424342,198.0499,1.815142e-05
878,328889,198.0498,1.815142e-05
879,320286,198.0335,1.814993e-05
880,108616,198.0174,1.814845e-05
881,395740,197.996,1.814649e-05
882,158804,197.9934,1.814625e-05
883,56070,197.9861,1.814558e-05
884,324655,197.9753,1.814459e-05
885,68515,197.9741,1.814448e-05
886,703791,197.948,1.814209e-05
887,826401,197.9306,1.81405e-05
888,24102,197.8872,1.813652e-05
889,9111,197.846,1.813274e-05
890,122816,197.8256,1.813087e-05
891,107491,197.7467,1.812364e-05
892,623215,197.7136,1.81206e-05
893,585979,197.7075,1.812004e-05
894,527202,197.6824,1.811775e-05
895,698612,197.6716,1.811675e-05
896,155256,197.6678,1.811641e-05
897,663315,197.6218,1.81122e-05
898,224460,197.5952,1.810975e-05
899,747984,197.5766,1.810805e-05
900,700254,197.5356,1.810429e-05
901,796526,197.5318,1.810395e-05
902,109830,197.5214,1.810299e-05
903,220802,197.4372,1.809527e-05
904,838960,197.3934,1.809126e-05
905,378039,197.3817,1.809019e-05
906,89385,197.3742,1.80895e-05
907,797012,197.3203,1.808456e-05
908,20372,197.2721,1.808014e-05
909,651139,197.229,1.807619e-05
910,657041,197.2023,1.807374e-05
911,504626,197.1742,1.807117e-05
912,553917,197.1431,1.806832e-05
913,309384,197.1185,1.806606e-05
914,789967,197.118,1.806602e-05
915,364078,197.1087,1.806517e-05
916,97215,197.0519,1.805996e-05
917,68010,197.0486,1.805966e-05
918,358843,196.9887,1.805417e-05
919,48254,196.9811,1.805347e-05
920,192116,196.9308,1.804886e-05
921,205729,196.9202,1.804789e-05
922,151928,196.8753,1.804377e-05
923,100015,196.8232,1.8039e-05
924,243894,196.7988,1.803676e-05
925,312604,196.7694,1.803406e-05
926,686759,196.742,1.803155e-05
927,860940,196.7355,1.803096e-05
928,612648,196.7238,1.802989e-05
929,198052,196.7149,1.802907e-05
930,378583,196.6941,1.802717e-05
931,774854,196.652,1.802331e-05
932,727614,196.599,1.801845e-05
933,825321,196.5869,1.801734e-05
934,334088,196.5557,1.801449e-05
935,59951,196.4514,1.800492e-05
936,206646,196.4446,1.80043e-05
937,45929,196.4235,1.800236e-05
938,633410,196.4214,1.800217e-05
939,802508,196.3888,1.799919e-05
940,663039,196.3389,1.799461e-05
941,446663,196.328,1.799362e-05
942,46016,196.308,1.799178e-05
943,421069,196.3042,1.799144e-05
944,617451,196.2605,1.798743e-05
945,574284,196.2176,1.79835e-05
946,393505,196.2127,1.798305e-05
947,270738,196.2114,1.798293e-05
948,827341,196.1905,1.798101e-05
949,531416,196.1742,1.797952e-05
950,774837,196.1381,1.797621e-05
951,720591,196.1136,1.797396e-05
952,233435,196.0841,1.797126e-05
953,197845,196.0659,1.79696e-05
954,611736,196.0375,1.796699e-05
955,55276,196.0214,1.796551e-05
956,419257,195.9169,1.795594e-05
957,807820,195.8751,1.795211e-05
958,433576,195.8627,1.795097e-05
959,416828,195.8374,1.794865e-05
960,673284,195.762,1.794174e-05
961,20465,195.7615,1.794169e-05
962,466810,195.7575,1.794133e-05
963,297402,195.7553,1.794113e-05
964,778615,195.7297,1.793878e-05
965,386807,195.721,1.793798e-05
966,629878,195.6426,1.79308e-05
967,11392,195.6415,1.793069e-05
968,381792,195.591,1.792607e-05
969,392048,195.5561,1.792287e-05
970,91551,195.5239,1.791992e-05
971,41575,195.4997,1.79177e-05
972,47489,195.4824,1.791612e-05
973,180956,195.4801,1.791591e-05
974,270153,195.4185,1.791026e-05
975,667276,195.4123,1.790969e-05
976,744784,195.4012,1.790868e-05
977,197421,195.3547,1.790441e-05
978,601760,195.3005,1.789945e-05
979,322087,195.2843,1.789796e-05
980,772540,195.269,1.789655e-05
981,767083,195.2001,1.789024e-05
982,18495,195.1676,1.788727e-05
983,698884,195.1213,1.788302e-05
984,541585,195.1057,1.788159e-05
985,278757,195.0883,1.787999e-05
986,349373,195.0279,1.787446e-05
987,596794,195.0165,1.787342e-05
988,558205,194.9922,1.787119e-05
989,807178,194.9511,1.786742e-05
990,453871,194.9499,1.786731e-05
991,722189,194.9472,1.786707e-05
992,414297,194.9453,1.786689e-05
993,491676,194.7972,1.785332e-05
994,328606,194.7895,1.785261e-05
995,754776,194.7879,1.785246e-05
996,205278,194.7565,1.784959e-05
997,530399,194.7555,1.78495e-05
998,182060,194.7321,1.784735e-05
999,630655,194.6781,1.78424e-05
1000,432512,194.6252,1.783755e-05
1001,731767,194.6062,1.783581e-05
1002,171467,194.6061,1.78358e-05
1003,517072,194.5818,1.783358e-05
1004,248557,194.5163,1.782757e-05
1005,803699,194.4959,1.78257e-05
1006,722631,194.4929,1.782543e-05
1007,198277,194.4843,1.782463e-05
1008,322903,194.4646,1.782283e-05
1009,365317,194.4159,1.781837e-05
1010,336987,194.3551,1.78128e-05
1011,726916,194.3278,1.78103e-05
1012,89674,194.3212,1.780969e-05
1013,647407,194.3182,1.780942e-05
1014,246735,194.2477,1.780295e-05
1015,158565,194.2439,1.78026e-05
1016,499888,194.2338,1.780168e-05
1017,671033,194.1682,1.779567e-05
1018,803026,194.1624,1.779514e-05
1019,145703,194.1452,1.779356e-05
1020,394012,194.1344,1.779257e-05
1021,355210,194.1189,1.779115e-05
1022,511416,194.0724,1.778689e-05
1023,578433,194.0686,1.778654e-05
1024,86475,194.0514,1.778497e-05
1025,309206,194.0049,1.77807e-05
1026,175507,193.9969,1.777996e-05
1027,59493,193.9559,1.777621e-05
1028,556721,193.9439,1.777511e-05
1029,278359,193.9383,1.77746e-05
1030,771172,193.9265,1.777351e-05
1031,428107,193.9104,1.777204e-05
1032,149969,193.8795,1.776921e-05
1033,43994,193.8443,1.776599e-05
1034,518638,193.8371,1.776532e-05
1035,116642,193.7916,1.776115e-05
1036,46337,193.7756,1.775968e-05
1037,701255,193.7496,1.77573e-05
1038,611170,193.7425,1.775665e-05
1039,662463,193.7311,1.775561e-05
1040,629280,193.6465,1.774785e-05
1041,796438,193.6384,1.774711e-05
1042,315963,193.5981,1.774342e-05
1043,748598,193.5901,1.774268e-05
1044,421034,193.5691,1.774076e-05
1045,325456,193.559,1.773983e-05
1046,635675,193.4711,1.773178e-05
1047,771897,193.4689,1.773157e-05
1048,707926,193.4466,1.772954e-05
1049,756387,193.4405,1.772898e-05
1050,256385,193.4192,1.772702e-05
1051,790006,193.4144,1.772658e-05
1052,293504,193.3985,1.772512e-05
1053,364232,193.3693,1.772245e-05
1054,645022,193.3624,1.772181e-05
1055,400207,193.3026,1.771633e-05
1056,234198,193.2943,1.771557e-05
1057,71745,193.2876,1.771496e-05
1058,415758,193.2655,1.771294e-05
1059,262646,193.2643,1.771282e-05
1060,798181,193.2513,1.771163e-05
1061,459889,193.2286,1.770956e-05
1062,595997,193.2059,1.770747e-05
1063,381573,193.1914,1.770614e-05
1064,804260,193.1367,1.770113e-05
1065,165578,193.1101,1.769869e-05
1066,347530,193.093,1.769713e-05
1067,25490,193.0852,1.769641e-05
1068,731234,193.0849,1.769638e-05
1069,430908,193.0826,1.769617e-05
1070,819076,193.0719,1.769519e-05
1071,173512,193.0405,1.769231e-05
1072,556969,193.0365,1.769195e-05
1073,466200,192.9709,1.768593e-05
1074,768885,192.9532,1.768431e-05
1075,692535,192.8958,1.767905e-05
1076,740006,192.8313,1.767314e-05
1077,599917,192.7714,1.766765e-05
1078,95260,192.7471,1.766542e-05
1079,400629,192.7384,1.766462e-05
1080,116824,192.7212,1.766305e-05
1081,188815,192.7117,1.766217e-05
1082,684596,192.675,1.765881e-05
1083,11856,192.6598,1.765742e-05
1084,166741,192.6561,1.765708e-05
1085,81584,192.6162,1.765343e-05
1086,467039,192.6084,1.765271e-05
1087,202588,192.5207,1.764467e-05
1088,335237,192.5021,1.764297e-05
1089,267554,192.4882,1.764169e-05
1090,323520,192.4676,1.763981e-05
1091,764405,192.4607,1.763917e-05
1092,132954,192.4473,1.763795e-05
1093,808515,192.4291,1.763628e-05
1094,847593,192.4287,1.763624e-05
1095,360374,192.4152,1.7635e-05
1096,32326,192.4125,1.763475e-05
1097,808612,192.3769,1.763149e-05
1098,605887,192.3609,1.763003e-05
1099,559338,192.3547,1.762946e-05
1100,334557,192.3262,1.762684e-05
1101,629288,192.3245,1.762669e-05
1102,738234,192.3008,1.762452e-05
1103,512650,192.2926,1.762377e-05
1104,364123,192.2702,1.762172e-05
1105,336887,192.2693,1.762163e-05
1106,495520,192.256,1.762041e-05
1107,708351,192.2535,1.762018e-05
1108,749121,192.2477,1.761965e-05
1109,769909,192.2367,1.761865e-05
1110,447071,192.2104,1.761623e-05
1111,184785,192.2078,1.7616e-05
1112,674449,192.1884,1.761421e-05
1113,595900,192.1814,1.761357e-05
1114,143554,192.1766,1.761314e-05
1115,481051,192.134,1.760923e-05
1116,32453,192.0827,1.760453e-05
1117,132123,192.0821,1.760448e-05
1118,486308,192.0396,1.760058e-05
1119,275171,192.0279,1.759951e-05
1120,824409,192.0152,1.759835e-05
1121,296388,191.9954,1.759653e-05
1122,396538,191.9946,1.759646e-05
1123,811252,191.9862,1.759568e-05
1124,583755,191.9665,1.759388e-05
1125,264791,191.9605,1.759333e-05
1126,702735,191.9136,1.758903e-05
1127,472239,191.8815,1.758609e-05
1128,243520,191.8797,1.758593e-05
1129,782136,191.8774,1.758571e-05
1130,542188,191.8484,1.758305e-05
1131,126833,191.848,1.758302e-05
1132,697642,191.8164,1.758013e-05
1133,802626,191.8127,1.757978e-05
1134,733510,191.8026,1.757886e-05
1135,528421,191.7898,1.757769e-05
1136,40589,191.7868,1.757741e-05
1137,417095,191.7541,1.757441e-05
1138,188396,191.7492,1.757397e-05
1139,484892,191.7254,1.757178e-05
1140,477373,191.6746,1.756713e-05
1141,76245,191.6421,1.756415e-05
1142,156779,191.6295,1.756299e-05
1143,659715,191.5669,1.755726e-05
1144,402010,191.548,1.755552e-05
1145,612244,191.5281,1.75537e-05
1146,442044,191.4905,1.755026e-05
1147,286696,191.4575,1.754723e-05
1148,691996,191.431,1.75448e-05
1149,491427,191.4276,1.754449e-05
1150,303425,191.3991,1.754188e-05
1151,301371,191.3881,1.754087e-05
1152,585634,191.3362,1.753611e-05
1153,200269,191.3325,1.753577e-05
1154,530591,191.3206,1.753468e-05
1155,485938,191.3198,1.753461e-05
1156,154538,191.3103,1.753373e-05
1157,772444,191.3042,1.753318e-05
1158,405863,191.2787,1.753085e-05
1159,189316,191.2417,1.752745e-05
1160,634281,191.2171,1.75252e-05
1161,864694,191.2102,1.752457e-05
1162,251505,191.2086,1.752442e-05
1163,409207,191.1964,1.75233e-05
1164,127141,191.1901,1.752272e-05
1165,102722,191.1575,1.751973e-05
1166,140006,191.1359,1.751775e-05
1167,788887,191.1175,1.751607e-05
1168,250236,191.0864,1.751322e-05
1169,670051,191.0819,1.751281e-05
1170,579791,190.9868,1.750409e-05
1171,828503,190.9781,1.750329e-05
1172,589349,190.9772,1.750321e-05
1173,27019,190.9666,1.750224e-05
1174,191440,190.9499,1.750071e-05
1175,810395,190.9196,1.749793e-05
1176,571048,190.9124,1.749727e-05
1177,199923,190.8778,1.74941e-05
1178,244226,190.8724,1.74936e-05
1179,10632,190.8336,1.749005e-05
1180,440165,190.8244,1.74892e-05
1181,285576,190.8086,1.748776e-05
1182,317899,190.7875,1.748582e-05
1183,395068,190.7862,1.748571e-05
1184,320236,190.7637,1.748364e-05
1185,277466,190.7603,1.748333e-05
1186,532809,190.7321,1.748075e-05
1187,493095,190.7241,1.748001e-05
1188,742094,190.717,1.747936e-05
1189,434166,190.7061,1.747836e-05
1190,552133,190.6622,1.747434e-05
1191,262371,190.6604,1.747417e-05
1192,309038,190.6508,1.74733e-05
1193,364594,190.6341,1.747176e-05
1194,531645,190.6095,1.746951e-05
1195,714276,190.6094,1.74695e-05
1196,256670,190.5959,1.746826e-05
1197,538461,190.5683,1.746574e-05
1198,343690,190.5542,1.746444e-05
1199,263572,190.4929,1.745882e-05
1200,340627,190.4518,1.745506e-05
1201,17378,190.4353,1.745355e-05
1202,304654,190.4318,1.745322e-05
1203,379855,190.4152,1.74517e-05
1204,590941,190.4073,1.745098e-05
1205,172031,190.3775,1.744825e-05
1206,51156,190.358,1.744645e-05
1207,224884,190.3393,1.744475e-05
1208,349136,190.3353,1.744438e-05
1209,833513,190.3147,1.744249e-05
1210,90831,190.2269,1.743444e-05
1211,857815,190.2198,1.743379e-05
1212,725935,190.2186,1.743368e-05
1213,15794,190.2149,1.743334e-05
1214,187088,190.1952,1.743154e-05
1215,812107,190.1822,1.743034e-05
1216,553207,190.1747,1.742965e-05
1217,426661,190.1696,1.742919e-05
1218,497393,190.1686,1.74291e-05
1219,583626,190.1461,1.742704e-05
1220,607570,190.1353,1.742605e-05
1221,792150,190.1158,1.742426e-05
1222,414558,190.1081,1.742355e-05
1223,595325,190.1078,1.742353e-05
1224,584849,190.0954,1.74224e-05
1225,292716,190.0934,1.742221e-05
1226,406842,190.0712,1.742018e-05
1227,292412,190.0685,1.741993e-05
1228,334240,190.0455,1.741782e-05
1229,630530,190.0359,1.741694e-05
1230,255146,190.0115,1.74147e-05
1231,777318,189.9846,1.741223e-05
1232,327897,189.977,1.741154e-05
1233,426089,189.9625,1.741021e-05
1234,487863,189.9385,1.740801e-05
1235,287693,189.9124,1.740562e-05
1236,858697,189.9044,1.740489e-05
1237,481088,189.903,1.740476e-05
1238,430550,189.8731,1.740202e-05
1239,683078,189.8425,1.739922e-05
1240,528323,189.8244,1.739755e-05
1241,258407,189.8033,1.739562e-05
1242,241704,189.7942,1.739479e-05
1243,415393,189.7713,1.739269e-05
1244,6846,189.7583,1.739149e-05
1245,412726,189.7518,1.73909e-05
1246,711882,189.734,1.738927e-05
1247,240058,189.6923,1.738545e-05
1248,585360,189.6703,1.738343e-05
1249,147250,189.6391,1.738057e-05
1250,251689,189.5976,1.737677e-05
1251,610132,189.5826,1.73754e-05
1252,506385,189.5264,1.737024e-05
1253,354228,189.4984,1.736767e-05
1254,207736,189.4712,1.736518e-05
1255,680291,189.4592,1.736408e-05
1256,812619,189.4489,1.736314e-05
1257,660749,189.3592,1.735491e-05
1258,313226,189.3348,1.735269e-05
1259,156335,189.3188,1.735121e-05
1260,316029,189.3155,1.735091e-05
1261,774589,189.3017,1.734964e-05
1262,553963,189.2723,1.734695e-05
1263,264206,189.2227,1.734241e-05
1264,486096,189.2216,1.734231e-05
1265,471680,189.2003,1.734035e-05
1266,59590,189.1421,1.733502e-05
1267,638331,189.1399,1.733482e-05
1268,412221,189.1202,1.733301e-05
1269,304921,189.0929,1.733051e-05
1270,717777,189.086,1.732988e-05
1271,486358,189.0448,1.73261e-05
1272,247080,188.9836,1.73205e-05
1273,527490,188.97,1.731925e-05
1274,243309,188.9503,1.731744e-05
1275,316947,188.9346,1.731601e-05
1276,621087,188.9168,1.731437e-05
1277,226981,188.8877,1.73117e-05
1278,446807,188.8862,1.731157e-05
1279,189505,188.8843,1.73114e-05
1280,195819,188.8623,1.730938e-05
1281,806194,188.857,1.730889e-05
1282,753921,188.8342,1.73068e-05
1283,773168,188.8168,1.73052e-05
1284,434002,188.8011,1.730377e-05
1285,288716,188.7874,1.730251e-05
1286,853171,188.7728,1.730118e-05
1287,68781,188.7493,1.729902e-05
1288,811124,188.7269,1.729697e-05
1289,244495,188.7214,1.729647e-05
1290,466816,188.6852,1.729315e-05
1291,457760,188.6516,1.729007e-05
1292,433477,188.6456,1.728952e-05
1293,647323,188.6452,1.728948e-05
1294,535985,188.6255,1.728768e-05
1295,620959,188.6223,1.728738e-05
1296,444823,188.6118,1.728642e-05
1297,455074,188.5995,1.72853e-05
1298,657833,188.5805,1.728355e-05
1299,339393,188.5661,1.728223e-05
1300,28890,188.5483,1.72806e-05
1301,81146,188.5398,1.727982e-05
1302,637979,188.5173,1.727776e-05
1303,744301,188.5044,1.727658e-05
1304,727456,188.4844,1.727474e-05
1305,639722,188.4791,1.727426e-05
1306,330436,188.4461,1.727123e-05
1307,570643,188.416,1.726847e-05
1308,736550,188.4129,1.726819e-05
1309,618188,188.3714,1.726438e-05
1310,61560,188.3623,1.726355e-05
1311,662823,188.3424,1.726173e-05
1312,451601,188.337,1.726123e-05
1313,324724,188.3355,1.72611e-05
1314,798672,188.3336,1.726093e-05
1315,487907,188.3331,1.726088e-05
1316,274624,188.2832,1.72563e-05
1317,11122,188.2678,1.725489e-05
1318,255392,188.2558,1.725379e-05
1319,544612,188.2494,1.725321e-05
1320,311978,188.2428,1.72526e-05
1321,427627,188.2186,1.725038e-05
1322,83391,188.2159,1.725014e-05
1323,355241,188.2119,1.724977e-05
1324,636264,188.2088,1.724948e-05
1325,111888,188.183,1.724712e-05
1326,205493,188.1619,1.724519e-05
1327,342448,188.1505,1.724414e-05
1328,800462,188.1248,1.724178e-05
1329,668001,188.1127,1.724067e-05
1330,422409,188.1041,1.723989e-05
1331,139664,188.0983,1.723936e-05
1332,302549,188.0593,1.723578e-05
1333,818551,188.0431,1.723429e-05
1334,778347,188.0414,1.723414e-05
1335,632828,188.0353,1.723358e-05
1336,405793,188.0322,1.72333e-05
1337,555314,188.009,1.723117e-05
1338,457867,188.006,1.72309e-05
1339,131629,187.9752,1.722807e-05
1340,812073,187.9739,1.722795e-05
1341,467987,187.971,1.722769e-05
1342,796307,187.9698,1.722758e-05
1343,761936,187.9341,1.722431e-05
1344,648225,187.9327,1.722418e-05
1345,630371,187.9156,1.722261e-05
1346,307096,187.8697,1.721841e-05
1347,515102,187.8604,1.721755e-05
1348,331997,187.86,1.721752e-05
1349,166213,187.7716,1.720941e-05
1350,397399,187.7666,1.720895e-05
1351,105168,187.7565,1.720803e-05
1352,751861,187.7529,1.72077e-05
1353,732715,187.7333,1.72059e-05
1354,485495,187.7179,1.720449e-05
1355,421228,187.7098,1.720375e-05
1356,441217,187.7072,1.720351e-05
1357,807931,187.6988,1.720274e-05
1358,681428,187.6946,1.720235e-05
1359,754612,187.6737,1.720044e-05
1360,17011,187.6581,1.719901e-05
1361,107073,187.6508,1.719834e-05
1362,508541,187.5943,1.719316e-05
1363,499173,187.5798,1.719183e-05
1364,761846,187.4907,1.718367e-05
1365,819843,187.4897,1.718358e-05
1366,273120,187.4854,1.718318e-05
1367,448023,187.4696,1.718173e-05
1368,436149,187.4608,1.718093e-05
1369,258063,187.4399,1.717901e-05
1370,233906,187.404,1.717572e-05
1371,299469,187.3896,1.71744e-05
1372,92694,187.3872,1.717418e-05
1373,316188,187.3386,1.716973e-05
1374,747612,187.3241,1.71684e-05
1375,265051,187.3207,1.716809e-05
1376,657692,187.2952,1.716575e-05
1377,429764,187.2924,1.71655e-05
1378,706716,187.2812,1.716447e-05
1379,573505,187.2605,1.716257e-05
1380,772607,187.2549,1.716206e-05
1381,320185,187.2524,1.716183e-05
1382,188561,187.2414,1.716082e-05
1383,605161,187.2306,1.715983e-05
1384,24341,187.1876,1.715589e-05
1385,449881,187.1336,1.715094e-05
1386,447167,187.1219,1.714987e-05
1387,563642,187.0873,1.71467e-05
1388,452072,187.0602,1.714421e-05
1389,419813,187.0525,1.71435e-05
1390,648820,187.0235,1.714084e-05
1391,18481,187.006,1.713924e-05
1392,837035,187.0044,1.71391e-05
1393,209103,187.0037,1.713904e-05
1394,546937,186.9585,1.713489e-05
1395,145352,186.8979,1.712934e-05
1396,548194,186.8548,1.712539e-05
1397,686273,186.8479,1.712475e-05
1398,415902,186.8333,1.712341e-05
1399,269602,186.7936,1.711978e-05
1400,857690,186.7932,1.711974e-05
1401,738773,186.7741,1.711799e-05
1402,652238,186.7605,1.711675e-05
1403,279096,186.7536,1.711611e-05
1404,342406,186.7298,1.711393e-05
1405,488337,186.7234,1.711334e-05
1406,441627,186.7219,1.711321e-05
1407,20192,186.7066,1.711181e-05
1408,702057,186.6946,1.711071e-05
1409,813637,186.6906,1.711034e-05
1410,281843,186.6873,1.711004e-05
1411,854865,186.6688,1.710834e-05
1412,561061,186.6403,1.710573e-05
1413,293586,186.626,1.710442e-05
1414,398462,186.6173,1.710362e-05
1415,119832,186.5962,1.710169e-05
1416,87377,186.5904,1.710116e-05
1417,176987,186.5817,1.710036e-05
1418,521114,186.5505,1.70975e-05
1419,187424,186.5404,1.709657e-05
1420,853922,186.5329,1.709589e-05
1421,219633,186.5211,1.709481e-05
1422,411617,186.5064,1.709346e-05
1423,644370,186.4965,1.709255e-05
1424,245463,186.4923,1.709216e-05
1425,15192,186.4766,1.709073e-05
1426,658522,186.4667,1.708982e-05
1427,450574,186.4575,1.708897e-05
1428,323857,186.4409,1.708745e-05
1429,122981,186.4044,1.708411e-05
1430,52428,186.3858,1.708241e-05
1431,814092,186.3835,1.708219e-05
1432,410171,186.3701,1.708097e-05
1433,647762,186.3627,1.708028e-05
1434,377485,186.3511,1.707922e-05
1435,525212,186.3457,1.707873e-05
1436,286221,186.3158,1.707599e-05
1437,821069,186.267,1.707152e-05
1438,267791,186.2669,1.70715e-05
1439,514928,186.2288,1.706802e-05
1440,690826,186.2177,1.7067e-05
1441,499098,186.1991,1.706529e-05
1442,777656,186.1908,1.706453e-05
1443,312841,186.1875,1.706423e-05
1444,391404,186.1785,1.706341e-05
1445,619965,186.1436,1.706021e-05
1446,292408,186.1397,1.705985e-05
1447,370427,186.1391,1.70598e-05
1448,294671,186.1158,1.705766e-05
1449,725696,186.1,1.705621e-05
1450,651294,186.0861,1.705494e-05
1451,317136,186.0675,1.705323e-05
1452,217048,186.051,1.705172e-05
1453,336162,186.0416,1.705085e-05
1454,423641,185.9836,1.704554e-05
1455,308469,185.9657,1.70439e-05
1456,622632,185.9612,1.704349e-05
1457,428085,185.9606,1.704343e-05
1458,801154,185.9522,1.704267e-05
1459,308154,185.9492,1.704239e-05
1460,459866,185.9479,1.704227e-05
1461,719379,185.9319,1.704081e-05
1462,777124,185.9069,1.703851e-05
1463,181157,185.9034,1.70382e-05
1464,496771,185.9017,1.703803e-05
1465,411551,185.887,1.703669e-05
1466,708738,185.8838,1.703639e-05
1467,223289,185.8803,1.703607e-05
1468,20544,185.88,1.703604e-05
1469,808646,185.8709,1.703521e-05
1470,414110,185.8461,1.703294e-05
1471,637021,185.8365,1.703206e-05
1472,345440,185.8202,1.703056e-05
1473,418275,185.7908,1.702787e-05
1474,546109,185.7789,1.702678e-05
1475,804521,185.6645,1.70163e-05
1476,770338,185.6037,1.701073e-05
1477,342068,185.5723,1.700785e-05
1478,668624,185.5675,1.700741e-05
1479,306611,185.5567,1.700641e-05
1480,515503,185.5132,1.700243e-05
1481,635274,185.5053,1.700171e-05
1482,265156,185.4711,1.699857e-05
1483,86444,185.4633,1.699785e-05
1484,826147,185.4034,1.699237e-05
1485,83542,185.3708,1.698938e-05
1486,497629,185.3624,1.69886e-05
1487,46467,185.3267,1.698534e-05
1488,269705,185.3238,1.698507e-05
1489,364672,185.2992,1.698282e-05
1490,237863,185.298,1.698271e-05
1491,378477,185.2803,1.698109e-05
1492,387527,185.2679,1.697995e-05
1493,325969,185.2589,1.697913e-05
1494,203275,185.2472,1.697805e-05
1495,128641,185.2417,1.697754e-05
1496,703522,185.2395,1.697734e-05
1497,308083,185.2293,1.697641e-05
1498,329030,185.2267,1.697617e-05
1499,302827,185.1941,1.697319e-05
1500,683082,185.1851,1.697236e-05
1501,564729,185.1766,1.697158e-05
1502,207286,185.1426,1.696847e-05
1503,364241,185.1268,1.696702e-05
1504,229140,185.1197,1.696636e-05
1505,628110,185.1196,1.696636e-05
1506,159059,185.119,1.69663e-05
1507,651056,185.1144,1.696588e-05
1508,224395,185.0949,1.696409e-05
1509,643678,185.0862,1.696329e-05
1510,612594,185.084,1.696309e-05
1511,773478,185.0636,1.696122e-05
1512,301095,185.0482,1.695982e-05
1513,503439,185.0142,1.695669e-05
1514,115231,185.0073,1.695607e-05
1515,379037,185.0071,1.695604e-05
1516,79968,184.9488,1.69507e-05
1517,587540,184.9297,1.694895e-05
1518,810654,184.9199,1.694805e-05
1519,557051,184.9095,1.69471e-05
1520,511765,184.9064,1.694682e-05
1521,360957,184.9056,1.694674e-05
1522,183215,184.8861,1.694496e-05
1523,454599,184.848,1.694147e-05
1524,432270,184.8468,1.694136e-05
1525,693604,184.8335,1.694013e-05
1526,83698,184.7791,1.693515e-05
1527,738530,184.7751,1.693478e-05
1528,326905,184.7545,1.69329e-05
1529,187790,184.736,1.69312e-05
1530,466316,184.73,1.693065e-05
